year,month,day of month,day of week,time,percent full
2022,09,09,Fri,09:55,103% Full
2022,09,09,Fri,10:00,104% Full
2022,09,09,Fri,10:05,104% Full
2022,09,09,Fri,10:10,102% Full
2022,09,09,Fri,10:15,103% Full
2022,09,09,Fri,10:20,103% Full
2022,09,09,Fri,10:25,104% Full
2022,09,09,Fri,10:30,114% Full
